"PARENT-DIST-NAME","COMPANY-NAME","BRANCH","CUSTNUMBER","CUSTNAME","CUST-COUNTRY","VEND-PART-NO","ARW-PART-NO","INVOICE-NO","INVOICE-LI","INVOICE-DATE","INVOICE-QTY","UNIT-PRICE","CUR-CODE","TRAN-TYPE","NEDA","ACCOUNTING-PERIOD","SHIP-DEBIT-COST","SHIP-DEBIT-CUR-CODE","SHIP-DEBIT-NO"
"ARROW","ARROW ASIA PAC LIMITED","7166","2212573","DASCOM Industrial(Jiangmen) Co., Lt","CN","SIT1602ACL13-33E-25.000000D","SIT1602ACL13-33E-25.000000D","887/667020069999","1","20200328","3000","0.3978","USD","SS","NONEDISITIME","202003","0.3080"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","7170","2066456","SHANDONG UNIVERSITY ELECTRIC POWER ","CN","SIT5000AC2B33N025.000000Y","SIT5000AC2B33N025.000000Y","295/618020567492","1","20200307","4000","1.0658","USD","SS","NONEDISITIME","202003","0.9000"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","8782","2247353","Wuxi Xinje Electric Co., Ltd.","CN","SIT1602BI-32-33E-12.000000Y","SIT1602BI-32-33E-12.000000Y","2271/669020037267","1","20200325","26000","0.3358","USD","SS","NONEDISITIME","202003","0.2800"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","8967","2259035","BENCHMARK ELECTRONICS SINGAPORE IPO","SG","SIT1533AI-H4-DCC-32.768E","SIT1533AI-H4-DCC-32.768E","302/624021473423","1","20200307","5000","0.3810","USD","SS","NONEDISITIME","202003","0.3200"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","8970","2259007","Flextronics Shah Alam Sdn Bhd","MY","SIT1602AC-23-33E-4.000000E","SIT1602AC-23-33E-4.000000E","302/624021478840","1","20200316","2000","0.3900","USD","SS","NONEDISITIME","202003","0.3300"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","8970","2259007","Flextronics Shah Alam Sdn Bhd","MY","SIT1602AC-23-33E-4.000000E","SIT1602AC-23-33E-4.000000E","302/624021466584","1","20200228","2000","0.3900","USD","SS","NONEDISITIME","202003","0.3300"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","8970","2259007","Flextronics Shah Alam Sdn Bhd","MY","SIT8208AC-GF-25E-52.000000Y","SIT8208AC-GF-25E-52.000000Y","302/624021478671","1","20200314","1000","2.3800","USD","SS","NONEDISITIME","202003","1.5500"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9176","2089725","HONOR TONE LTD","HK","SIT9003AC-24-33DD-12.00000Y","SIT9003AC-24-33DD-12.00000Y","292/604021065361","1","20200316","1000","0.5300","USD","SS","NONEDISITIME","202003","0.4500"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9176","2089725","HONOR TONE LTD","HK","SIT9003AC-24-33DD-12.00000Y","SIT9003AC-24-33DD-12.00000Y","292/604021065361","2","20200316","1000","0.5300","USD","SS","NONEDISITIME","202003","0.4500"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9176","2089725","HONOR TONE LTD","HK","SIT9003AC-24-33DD-12.00000Y","SIT9003AC-24-33DD-12.00000Y","292/604021061385","1","20200309","2000","0.5300","USD","SS","NONEDISITIME","202003","0.4500"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9288","2320576","SHENZHEN CENTURY CLOUD CORE TECHNOL","HK","SIT1602BI-22-18E-25.000000E","SIT1602BI-22-18E-25.000000E","292/604021052330","1","20200225","20000","0.1800","USD","SS","NONEDISITIME","202003","0.1650"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9288","2320576","SHENZHEN CENTURY CLOUD CORE TECHNOL","HK","SIT1602BI-22-18E-25.000000E","SIT1602BI-22-18E-25.000000E","292/604021052331","1","20200225","30000","0.1800","USD","SS","NONEDISITIME","202003","0.1650"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9291","2285417","HANGZHOU XIONGMAI TECHNOLOGY CO.,LT","HK","SIT1604AC-12-33E-27.000000D","SIT1604AC-12-33E-27.000000D","292/604021066436","1","20200317","3000","0.2850","USD","SS","NONEDISITIME","202003","0.2630"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9686","2065775","BEIJING DATANG MOBILE COMMUNICATION","CN","SIT5356AE-FP-33N0-20.000000X","SIT5356AE-FP-33N0-20.000000X","295/618020567501","1","20200307","250","11.9777","USD","SS","NONEDISITIME","202003","10.5600"," USD",""
"ARROW","ARROW ELECTRONICS TAIWAN LTD.","9716","2129657","CHICONY GLOBAL INC.","HK","SIT1552AI-JF-DCC-32.768D","SIT1552AI-JF-DCC-32.768D","884/633020628804","1","20200317","66000","0.4350","USD","SS","NONEDISITIME","202003","0.4000"," USD",""
"ARROW","ARROW ELECTRONICS TAIWAN LTD.","9716","2129657","CHICONY GLOBAL INC.","HK","SIT1552AI-JF-DCC-32.768D","SIT1552AI-JF-DCC-32.768D","884/633020628803","1","20200317","48000","0.4350","USD","SS","NONEDISITIME","202003","0.4000"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","9764","2022106","KIMBALL ELECTRONICS (THAILAND) LIMI","TH","SIT1533AC-H5-D93-32.768E","SIT1533AC-H5-D93-32.768E","302/624021487966","1","20200325","3000","0.3410","USD","SS","NONEDISITIME","202003","0.3000"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9902","2428202","LEYARD TV TECHNOLOGY CO.,LTD","CN","SIT1602AI-22-33E-25.000000E","SIT1602AI-22-33E-25.000000E","3640/607020005056","1","20200324","10000","0.2234","USD","SS","NONEDISITIME","202003","0.1940"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9902","2428202","LEYARD TV TECHNOLOGY CO.,LTD","CN","SIT1602AI-22-33E-25.000000E","SIT1602AI-22-33E-25.000000E","3640/607020005069","1","20200325","14000","0.2243","USD","SS","NONEDISITIME","202003","0.1940"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","9902","2428202","LEYARD TV TECHNOLOGY CO.,LTD","CN","SIT1602AI-22-33E-25.000000E","SIT1602AI-22-33E-25.000000E","3640/607020005054","1","20200324","30000","0.2234","USD","SS","NONEDISITIME","202003","0.1940"," USD",""
